Age,Gender,Education Level,Job Title,Years of Experience,Salary,increased_salary
53.0,Male,PhD,Software Engineer Manager,25.0,181714.0,218056.8
35.0,Female,Bachelor's Degree,Back end Developer,10.0,114776.0,137731.19999999998
30.0,Male,Master's Degree,Full Stack Engineer,6.0,105725.0,126870.0
24.0,Female,High School,Senior Project Engineer,1.0,52731.0,63277.2
36.0,Male,Master's Degree,Front end Developer,8.0,106492.0,127790.4
27.0,Female,Bachelor's Degree,Full Stack Engineer,4.0,73895.0,88674.0
23.0,Male,PhD,Software Engineer Manager,1.0,119836.0,143803.19999999998
28.0,Female,Master's Degree,Senior Software Engineer,5.0,99747.0,119696.4
52.0,Male,Bachelor's Degree,Back end Developer,25.0,168287.0,201944.4
28.0,Female,Master's Degree,Full Stack Engineer,7.0,115920.0,139104.0
32.0,Male,Master's Degree,Senior Project Engineer,11.0,128078.0,153693.6
24.0,Female,Bachelor's Degree,Front end Developer,1.0,51265.0,61518.0
43.0,Male,High School,Senior Software Engineer,22.0,165919.0,199102.8
60.0,Female,PhD,Software Engineer Manager,34.0,188651.0,226381.19999999998
24.0,Male,Master's Degree,Back end Developer,0.0,55538.0,66645.59999999999
55.0,Male,Bachelor's Degree,Senior Project Engineer,28.0,193964.0,232756.8
29.0,Female,Master's Degree,Full Stack Engineer,4.0,104702.0,125642.4
44.0,Male,PhD,Software Engineer Manager,19.0,172955.0,207546.0
40.0,Female,Master's Degree,Senior Software Engineer,16.0,138032.0,165638.4
27.0,Male,Bachelor's Degree,Back end Developer,4.0,82683.0,99219.59999999999
43.0,Male,Master's Degree,Full Stack Engineer,17.0,155414.0,186496.8
49.0,Female,High School,Senior Project Engineer,25.0,154207.0,185048.4
30.0,Male,Master's Degree,Front end Developer,8.0,107895.0,129474.0
42.0,Female,Bachelor's Degree,Senior Software Engineer,18.0,148446.0,178135.19999999998
26.0,Male,Master's Degree,Full Stack Engineer,4.0,102859.0,123430.79999999999
41.0,Female,PhD,Software Engineer Manager,13.0,138662.0,166394.4
46.0,Male,Bachelor's Degree,Senior Project Engineer,23.0,181699.0,218038.8
57.0,Female,Master's Degree,Full Stack Engineer,33.0,188232.0,225878.4
22.0,Female,High School,Back end Developer,0.0,51832.0,62198.399999999994
54.0,Male,PhD,Software Engineer Manager,28.0,188484.0,226180.8
42.0,Female,Master's Degree,Senior Software Engineer,16.0,138286.0,165943.19999999998
49.0,Male,Bachelor's Degree,Full Stack Engineer,22.0,181132.0,217358.4
27.0,Female,Master's Degree,Back end Developer,4.0,73938.0,88725.59999999999
36.0,Male,Bachelor's Degree,Senior Project Engineer,14.0,119224.0,143068.8
31.0,Female,Master's Degree,Full Stack Engineer,6.0,101186.0,121423.2
39.0,Male,Master's Degree,Software Engineer Manager,14.0,142360.0,170832.0
41.0,Female,Bachelor's Degree,Senior Project Engineer,20.0,151315.0,181578.0
48.0,Male,PhD,Full Stack Engineer,23.0,181021.0,217225.19999999998
39.0,Female,Master's Degree,Senior Software Engineer,15.0,134641.0,161569.19999999998
48.0,Male,Bachelor's Degree,Front end Developer,23.0,173851.0,208621.19999999998
31.0,Other,High School,Back end Developer,8.0,104127.0,124952.4
47.0,Male,Master's Degree,Senior Project Engineer,25.0,178859.0,214630.8
29.0,Female,PhD,Full Stack Engineer,5.0,98568.0,118281.59999999999
32.0,Male,Bachelor's Degree,Software Engineer Manager,9.0,104661.0,125593.2
38.0,Female,Master's Degree,Senior Software Engineer,13.0,134858.0,161829.6
34.0,Male,Bachelor's Degree,Back end Developer,10.0,94502.0,113402.4
23.0,Other,High School,Front end Developer,2.0,62852.0,75422.4
34.0,Female,Bachelor's Degree,Full Stack Engineer,8.0,122485.0,146982.0
25.0,Male,PhD,Software Engineer Manager,12.0,169159.0,202990.8
43.0,Male,Master's Degree,Senior Software Engineer,21.0,187081.0,224497.19999999998
53.0,Other,High School,Senior Project Engineer,31.0,166109.0,199330.8
27.0,Female,Master's Degree,Front end Developer,5.0,78354.0,94024.8
25.0,Male,Bachelor's Degree,Back end Developer,2.0,90249.0,108298.8
29.0,Female,Master's Degree,Senior Software Engineer,6.0,132720.0,159264.0
52.0,Male,PhD,Software Engineer Manager,23.0,161568.0,193881.6
41.0,Male,Master's Degree,Front end Developer,13.0,127346.0,152815.19999999998
49.0,Female,Bachelor's Degree,Back end Developer,19.0,120177.0,144212.4
25.0,Other,High School,Full Stack Engineer,2.0,69032.0,82838.4
35.0,Male,Master's Degree,Senior Project Engineer,8.0,101332.0,121598.4
57.0,Female,PhD,Full Stack Engineer,30.0,121450.0,145740.0
35.0,Female,Bachelor's Degree,Senior Project Engineer,12.0,166375.0,199650.0
43.0,Male,Master's Degree,Senior Software Engineer,21.0,185119.0,222142.8
37.0,Female,Bachelor's Degree,Full Stack Engineer,10.0,149217.0,179060.4
50.0,Male,Master's Degree,Software Engineer Manager,21.0,166512.0,199814.4
52.0,Female,Master's Degree,Senior Software Engineer,28.0,186963.0,224355.6
26.0,Male,Bachelor's Degree,Back end Developer,3.0,75072.0,90086.4
34.0,Female,Master's Degree,Full Stack Engineer,10.0,163398.0,196077.6
30.0,Male,High School,Senior Project Engineer,11.0,103947.0,124736.4
60.0,Female,PhD,Software Engineer Manager,33.0,179180.0,215016.0
50.0,Male,Bachelor's Degree,Back end Developer,23.0,175966.0,211159.19999999998
58.0,Male,Master's Degree,Senior Software Engineer,27.0,190004.0,228004.8
35.0,Female,Master's Degree,Full Stack Engineer,10.0,152039.0,182446.8
28.0,Male,Master's Degree,Front end Developer,5.0,76742.0,92090.4
57.0,Female,PhD,Software Engineer Manager,33.0,191790.0,230148.0
46.0,Female,Bachelor's Degree,Senior Software Engineer,20.0,139398.0,167277.6
28.0,Male,High School,Back end Developer,7.0,95845.0,115014.0
34.0,Male,Master's Degree,Full Stack Engineer,12.0,160976.0,193171.19999999998
33.0,Female,Master's Degree,Senior Project Engineer,9.0,126753.0,152103.6
37.0,Other,Master's Degree,Full Stack Engineer,14.0,161393.0,193671.6
33.0,Male,Master's Degree,Senior Software Engineer,8.0,139817.0,167780.4
53.0,Male,PhD,Software Engineer Manager,25.0,181714.0,218056.8
35.0,Female,Bachelor's Degree,Back end Developer,10.0,114776.0,137731.19999999998
30.0,Male,Master's Degree,Full Stack Engineer,6.0,105725.0,126870.0
24.0,Female,High School,Senior Project Engineer,1.0,52731.0,63277.2
36.0,Male,Master's Degree,Front end Developer,8.0,106492.0,127790.4
27.0,Female,Bachelor's Degree,Full Stack Engineer,4.0,73895.0,88674.0
23.0,Male,PhD,Software Engineer Manager,1.0,119836.0,143803.19999999998
28.0,Female,Master's Degree,Senior Software Engineer,5.0,99747.0,119696.4
52.0,Male,Bachelor's Degree,Back end Developer,25.0,168287.0,201944.4
28.0,Female,Master's Degree,Full Stack Engineer,7.0,115920.0,139104.0
32.0,Male,Master's Degree,Senior Project Engineer,11.0,128078.0,153693.6
24.0,Female,Bachelor's Degree,Front end Developer,1.0,51265.0,61518.0
43.0,Male,High School,Senior Software Engineer,22.0,165919.0,199102.8
60.0,Female,PhD,Software Engineer Manager,34.0,188651.0,226381.19999999998
24.0,Male,Master's Degree,Back end Developer,0.0,55538.0,66645.59999999999
55.0,Male,Bachelor's Degree,Senior Project Engineer,28.0,193964.0,232756.8
29.0,Female,Master's Degree,Full Stack Engineer,4.0,104702.0,125642.4
44.0,Male,PhD,Software Engineer Manager,19.0,172955.0,207546.0
40.0,Female,Master's Degree,Senior Software Engineer,16.0,138032.0,165638.4
27.0,Male,Bachelor's Degree,Back end Developer,4.0,82683.0,99219.59999999999
43.0,Male,Master's Degree,Full Stack Engineer,17.0,155414.0,186496.8
49.0,Female,High School,Senior Project Engineer,25.0,154207.0,185048.4
30.0,Male,Master's Degree,Front end Developer,8.0,107895.0,129474.0
42.0,Female,Bachelor's Degree,Senior Software Engineer,18.0,148446.0,178135.19999999998
26.0,Male,Master's Degree,Full Stack Engineer,4.0,102859.0,123430.79999999999
41.0,Female,PhD,Software Engineer Manager,13.0,138662.0,166394.4
46.0,Male,Bachelor's Degree,Senior Project Engineer,23.0,181699.0,218038.8
57.0,Female,Master's Degree,Full Stack Engineer,33.0,188232.0,225878.4
22.0,Female,High School,Back end Developer,0.0,51832.0,62198.399999999994
54.0,Male,PhD,Software Engineer Manager,28.0,188484.0,226180.8
42.0,Female,Master's Degree,Senior Software Engineer,16.0,138286.0,165943.19999999998
49.0,Male,Bachelor's Degree,Full Stack Engineer,22.0,181132.0,217358.4
27.0,Female,Master's Degree,Back end Developer,4.0,73938.0,88725.59999999999
36.0,Male,Bachelor's Degree,Senior Project Engineer,14.0,119224.0,143068.8
31.0,Female,Master's Degree,Full Stack Engineer,6.0,101186.0,121423.2
39.0,Male,Master's Degree,Software Engineer Manager,14.0,142360.0,170832.0
41.0,Female,Bachelor's Degree,Senior Project Engineer,20.0,151315.0,181578.0
48.0,Male,PhD,Full Stack Engineer,23.0,181021.0,217225.19999999998
39.0,Female,Master's Degree,Senior Software Engineer,15.0,134641.0,161569.19999999998
48.0,Male,Bachelor's Degree,Front end Developer,23.0,173851.0,208621.19999999998
31.0,Other,High School,Back end Developer,8.0,104127.0,124952.4
47.0,Male,Master's Degree,Senior Project Engineer,25.0,178859.0,214630.8
29.0,Female,PhD,Full Stack Engineer,5.0,98568.0,118281.59999999999
32.0,Male,Bachelor's Degree,Software Engineer Manager,9.0,104661.0,125593.2
38.0,Female,Master's Degree,Senior Software Engineer,13.0,134858.0,161829.6
34.0,Male,Bachelor's Degree,Back end Developer,10.0,94502.0,113402.4
23.0,Other,High School,Front end Developer,2.0,62852.0,75422.4
36.0,Male,Bachelor's Degree,Front end Developer,14.0,139095.0,166914.0
30.0,Female,Master's Degree,Senior Project Engineer,5.0,106278.0,127533.59999999999
28.0,Male,Master's Degree,Full Stack Engineer,4.0,90452.0,108542.4
46.0,Female,PhD,Software Engineer Manager,23.0,168304.0,201964.8
34.0,Male,Bachelor's Degree,Back end Developer,10.0,126593.0,151911.6
44.0,Male,Master's Degree,Senior Software Engineer,19.0,152203.0,182643.6
55.0,Female,PhD,Software Engineer Manager,30.0,183138.0,219765.6
35.0,Male,Master's Degree,Full Stack Engineer,9.0,130275.0,156330.0
54.0,Male,Bachelor's Degree,Senior Project Engineer,29.0,191915.0,230298.0
23.0,Female,High School,Back end Developer,2.0,62807.0,75368.4
46.0,Male,Master's Degree,Senior Software Engineer,21.0,174305.0,209166.0
33.0,Female,Bachelor's Degree,Full Stack Engineer,9.0,133326.0,159991.19999999998
26.0,Male,Master's Degree,Front end Developer,4.0,75656.0,90787.2
43.0,Female,PhD,Software Engineer Manager,19.0,155944.0,187132.8
36.0,Male,Master's Degree,Full Stack Engineer,11.0,137775.0,165330.0
23.0,Female,Bachelor's Degree,Senior Project Engineer,0.0,51831.0,62197.2
49.0,Male,Master's Degree,Software Engineer Manager,22.0,182237.0,218684.4
35.0,Female,Master's Degree,Full Stack Engineer,10.0,151901.0,182281.19999999998
31.0,Male,Bachelor's Degree,Back end Developer,8.0,100052.0,120062.4
54.0,Other,High School,Senior Software Engineer,29.0,158254.0,189904.8
43.0,Male,Master's Degree,Full Stack Engineer,20.0,167207.0,200648.4
33.0,Female,Master's Degree,Senior Project Engineer,10.0,112439.0,134926.8
52.0,Female,PhD,Software Engineer Manager,29.0,194214.0,233056.8
28.0,Male,Bachelor's Degree,Full Stack Engineer,5.0,84407.0,101288.4
36.0,Female,Master's Degree,Senior Software Engineer,13.0,139413.0,167295.6
43.0,Male,Bachelor's Degree,Senior Project Engineer,20.0,143084.0,171700.8
50.0,Female,Master's Degree,Full Stack Engineer,25.0,192344.0,230812.8
24.0,Male,PhD,Software Engineer Manager,1.0,106132.0,127358.4
52.0,Male,Master's Degree,Senior Software Engineer,26.0,184816.0,221779.19999999998
46.0,Female,Bachelor's Degree,Back end Developer,19.0,150248.0,180297.6
38.0,Male,Master's Degree,Full Stack Engineer,15.0,170995.0,205194.0
29.0,Male,Bachelor's Degree,Senior Project Engineer,6.0,88035.0,105642.0
33.0,Female,Master's Degree,Front end Developer,10.0,119419.0,143302.8
47.0,Male,PhD,Software Engineer Manager,21.0,173582.0,208298.4
45.0,Female,Master's Degree,Senior Software Engineer,23.0,174436.0,209323.19999999998
28.0,Male,Bachelor's Degree,Back end Developer,4.0,71699.0,86038.8
42.0,Female,Master's Degree,Full Stack Engineer,14.0,163558.0,196269.6
46.0,Male,Bachelor's Degree,Senior Project Engineer,24.0,166828.0,200193.6
38.0,Female,PhD,Software Engineer Manager,15.0,144496.0,173395.19999999998
54.0,Male,Master's Degree,Senior Software Engineer,31.0,193746.0,232495.19999999998
33.0,Female,Master's Degree,Full Stack Engineer,8.0,122581.0,147097.19999999998
27.0,Male,High School,Back end Developer,4.0,79767.0,95720.4
50.0,Female,Bachelor's Degree,Senior Project Engineer,25.0,177177.0,212612.4
26.0,Male,Master's Degree,Full Stack Engineer,4.0,89843.0,107811.59999999999
31.0,Female,Master's Degree,Senior Software Engineer,6.0,113563.0,136275.6
35.0,Male,Bachelor's Degree,Front end Developer,10.0,128712.0,154454.4
44.0,Female,PhD,Software Engineer Manager,18.0,161621.0,193945.19999999998
32.0,Male,Master's Degree,Senior Project Engineer,8.0,121454.0,145744.8
54.0,Male,Bachelor's Degree,Full Stack Engineer,25.0,179987.0,215984.4
26.0,Female,Master's Degree,Front end Developer,3.0,72649.0,87178.8
23.0,Male,PhD,Software Engineer Manager,0.0,52612.0,63134.399999999994
48.0,Female,Master's Degree,Senior Software Engineer,24.0,184006.0,220807.19999999998
38.0,Male,Bachelor's Degree,Back end Developer,12.0,131960.0,158352.0
30.0,Female,Master's Degree,Full Stack Engineer,5.0,102465.0,122958.0
40.0,Male,Master's Degree,Software Engineer Manager,16.0,149748.0,179697.6
45.0,Female,Bachelor's Degree,Senior Project Engineer,22.0,171036.0,205243.19999999998
36.0,Male,Master's Degree,Full Stack Engineer,13.0,146351.0,175621.19999999998
52.0,Male,PhD,Software Engineer Manager,26.0,185462.0,222554.4
31.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,107718.0,129261.59999999999
26.0,Male,Master's Degree,Full Stack Engineer,4.0,90944.0,109132.8
30.0,Female,Master's Degree,Senior Project Engineer,5.0,100425.0,120510.0
24.0,Male,Bachelor's Degree,Back end Developer,2.0,63901.0,76681.2
45.0,Male,Master's Degree,Senior Software Engineer,22.0,181902.0,218282.4
33.0,Female,Master's Degree,Full Stack Engineer,9.0,136533.0,163839.6
38.0,Male,Bachelor's Degree,Front end Developer,11.0,136285.0,163542.0
54.0,Female,PhD,Software Engineer Manager,31.0,191818.0,230181.6
42.0,Male,Master's Degree,Full Stack Engineer,19.0,176643.0,211971.6
28.0,Female,Bachelor's Degree,Senior Project Engineer,4.0,70022.0,84026.4
30.0,Male,Master's Degree,Front end Developer,6.0,99363.0,119235.59999999999
43.0,Female,Master's Degree,Senior Software Engineer,19.0,152944.0,183532.8
35.0,Male,Bachelor's Degree,Back end Developer,10.0,123386.0,148063.19999999998
44.0,Male,Master's Degree,Full Stack Engineer,21.0,168906.0,202687.19999999998
55.0,Female,Bachelor's Degree,Senior Project Engineer,30.0,183020.0,219624.0
23.0,Male,High School,Front end Developer,1.0,47898.0,57477.6
39.0,Female,Master's Degree,Senior Software Engineer,14.0,135853.0,163023.6
43.0,Male,Bachelor's Degree,Full Stack Engineer,17.0,149198.0,179037.6
29.0,Male,PhD,Software Engineer Manager,6.0,106662.0,127994.4
51.0,Male,Master's Degree,Senior Software Engineer,28.0,186610.0,223932.0
30.0,Female,Bachelor's Degree,Senior Project Engineer,6.0,89995.0,107994.0
26.0,Male,Master's Degree,Full Stack Engineer,4.0,85825.0,102990.0
39.0,Female,PhD,Software Engineer Manager,13.0,143814.0,172576.8
49.0,Male,Master's Degree,Front end Developer,24.0,174726.0,209671.19999999998
42.0,Female,Bachelor's Degree,Senior Software Engineer,20.0,150534.0,180640.8
27.0,Male,Bachelor's Degree,Back end Developer,4.0,68732.0,82478.4
43.0,Male,Master's Degree,Full Stack Engineer,21.0,187951.0,225541.19999999998
37.0,Female,Bachelor's Degree,Senior Project Engineer,13.0,137336.0,164803.19999999998
51.0,Male,PhD,Software Engineer Manager,26.0,191159.0,229390.8
29.0,Female,Master's Degree,Full Stack Engineer,5.0,102868.0,123441.59999999999
43.0,Male,Bachelor's Degree,Senior Software Engineer,20.0,154281.0,185137.19999999998
31.0,Male,Master's Degree,Back end Developer,8.0,111535.0,133842.0
30.0,Female,Master's Degree,Senior Project Engineer,6.0,107906.0,129487.2
36.0,Male,Bachelor's Degree,Full Stack Engineer,13.0,143885.0,172662.0
52.0,Female,PhD,Software Engineer Manager,27.0,180958.0,217149.6
28.0,Male,Master's Degree,Senior Software Engineer,6.0,108607.0,130328.4
49.0,Male,Bachelor's Degree,Back end Developer,24.0,178284.0,213940.8
27.0,Female,Master's Degree,Front end Developer,4.0,75969.0,91162.8
41.0,Male,Master's Degree,Senior Project Engineer,15.0,143705.0,172446.0
56.0,Female,PhD,Software Engineer Manager,31.0,197354.0,236824.8
46.0,Male,Bachelor's Degree,Senior Software Engineer,22.0,174324.0,209188.8
32.0,Female,Master's Degree,Full Stack Engineer,8.0,123781.0,148537.19999999998
38.0,Male,PhD,Software Engineer Manager,12.0,141735.0,170082.0
52.0,Male,Master's Degree,Senior Project Engineer,28.0,187120.0,224544.0
24.0,Female,Bachelor's Degree,Back end Developer,1.0,61095.0,73314.0
49.0,Male,Master's Degree,Full Stack Engineer,22.0,179045.0,214854.0
35.0,Female,Master's Degree,Senior Software Engineer,10.0,130355.0,156426.0
31.0,Male,Bachelor's Degree,Front end Developer,7.0,103282.0,123938.4
44.0,Female,PhD,Software Engineer Manager,18.0,157872.0,189446.4
33.0,Male,Master's Degree,Senior Project Engineer,10.0,117314.0,140776.8
54.0,Male,Bachelor's Degree,Senior Software Engineer,30.0,186321.0,223585.19999999998
33.0,Female,Master's Degree,Full Stack Engineer,11.0,129686.0,155623.19999999998
27.0,Male,High School,Back end Developer,3.0,68611.0,82333.2
51.0,Female,Master's Degree,Senior Project Engineer,25.0,177913.0,213495.6
26.0,Male,Master's Degree,Full Stack Engineer,3.0,68472.0,82166.4
31.0,Female,Master's Degree,Senior Software Engineer,6.0,113065.0,135678.0
35.0,Male,Bachelor's Degree,Front end Developer,9.0,125091.0,150109.19999999998
45.0,Female,PhD,Software Engineer Manager,23.0,172925.0,207510.0
32.0,Male,Master's Degree,Senior Project Engineer,9.0,126916.0,152299.19999999998
54.0,Male,Bachelor's Degree,Full Stack Engineer,27.0,183417.0,220100.4
26.0,Female,Master's Degree,Front end Developer,4.0,76898.0,92277.59999999999
23.0,Male,PhD,Software Engineer Manager,1.0,579.0,694.8
26.0,Female,Bachelor's Degree,Software Engineer,2.0,65000.0,78000.0
33.0,Male,Master's Degree,Data Analyst,8.0,120000.0,144000.0
29.0,Female,Bachelor's Degree,Product Manager,4.0,90000.0,108000.0
41.0,Male,PhD,Data Scientist,15.0,190000.0,228000.0
35.0,Female,Master's Degree,Software Engineer,9.0,140000.0,168000.0
28.0,Male,Bachelor's Degree,Software Developer,3.0,75000.0,90000.0
37.0,Female,Master's Degree,Data Scientist,11.0,160000.0,192000.0
33.0,Male,Bachelor's Degree,Product Manager,8.0,130000.0,156000.0
24.0,Female,Master's Degree,Software Engineer,2.0,60000.0,72000.0
46.0,Male,PhD,Director of Data Science,20.0,220000.0,264000.0
29.0,Female,Bachelor's Degree,Software Developer,5.0,80000.0,96000.0
31.0,Male,Master's Degree,Data Scientist,7.0,130000.0,156000.0
27.0,Female,Bachelor's Degree,Software Engineer,3.0,65000.0,78000.0
38.0,Male,PhD,Senior Data Scientist,13.0,170000.0,204000.0
30.0,Female,Master's Degree,Product Manager,6.0,110000.0,132000.0
25.0,Male,Bachelor's Degree,Front End Developer,2.0,50000.0,60000.0
44.0,Male,PhD,Director of Data Science,18.0,210000.0,252000.0
33.0,Female,Master's Degree,Data Analyst,8.0,100000.0,120000.0
22.0,Male,Bachelor's Degree,Software Engineer,1.0,50000.0,60000.0
36.0,Male,Master's Degree,Product Manager,10.0,160000.0,192000.0
28.0,Female,Bachelor's Degree,Software Engineer,4.0,70000.0,84000.0
41.0,Male,PhD,Senior Data Scientist,16.0,190000.0,228000.0
34.0,Female,Master's Degree,Data Scientist,9.0,140000.0,168000.0
23.0,Male,Bachelor's Degree,Software Developer,1.0,45000.0,54000.0
32.0,Female,Master's Degree,Product Manager,7.0,120000.0,144000.0
